price,bedrooms,bathrooms,floors,waterfront,view,condition,grade,zipcode,lat,long,yrs_old
313000.0,2,1.0,1.0,0.0,0.0,5,6,98027,47.5321,-122.029,60
950000.0,3,3.25,2.5,0.0,0.0,3,9,98040,47.5395,-122.242,26
751750.0,2,2.0,1.5,0.0,0.0,3,8,98112,47.6238,-122.311,112
760000.0,4,2.5,2.0,0.0,0.0,3,9,98027,47.5353,-122.066,11
310650.0,3,1.75,1.0,0.0,0.0,4,7,98059,47.5069,-122.141,46
367500.0,4,3.0,2.0,0.0,0.0,3,8,98092,47.3279,-122.191,17
580000.0,4,2.5,2.0,0.0,0.0,3,8,98115,47.6962,-122.314,13
580000.0,3,2.25,1.5,0.0,0.0,3,8,98122,47.6122,-122.29799999999999,109
665000.0,4,2.5,2.0,0.0,0.0,3,10,98074,47.6293,-122.051,27
239950.0,3,2.25,2.0,0.0,0.0,4,7,98001,47.3393,-122.259,35
470000.0,4,2.5,2.0,0.0,0.0,3,8,98155,47.7678,-122.272,16
733000.0,3,1.75,1.0,0.0,0.0,5,8,98115,47.6816,-122.31,84
250000.0,4,2.0,1.0,0.0,0.0,3,7,98031,47.4133,-122.209,53
402000.0,4,1.75,1.0,0.0,0.0,5,7,98133,47.7651,-122.339,57
295000.0,5,3.5,2.0,0.0,0.0,3,7,98178,47.5108,-122.257,15
355000.0,5,2.5,1.0,0.0,0.0,4,8,98023,47.3185,-122.37700000000001,38
289000.0,3,1.5,1.0,0.0,0.0,4,6,98058,47.4511,-122.089,46
376000.0,3,2.25,2.0,0.0,2.0,3,7,98133,47.7162,-122.34899999999999,32
212700.0,2,1.0,1.0,0.0,0.0,3,7,98126,47.5375,-122.374,88
325000.0,3,1.75,1.0,0.0,0.0,4,9,98042,47.367,-122.152,31
415000.0,4,2.5,2.0,0.0,0.0,3,7,98019,47.7245,-121.95700000000001,12
935000.0,3,2.5,1.0,0.0,0.0,4,8,98177,47.7475,-122.36399999999999,34
372000.0,3,2.5,2.0,0.0,0.0,3,7,98019,47.7317,-121.964,25
240000.0,3,1.5,1.0,0.0,0.0,3,7,98168,47.4853,-122.318,57
334950.0,3,1.75,1.0,0.0,0.0,5,7,98059,47.5089,-122.155,34
426500.0,4,2.5,2.0,0.0,0.0,3,9,98038,47.3597,-122.04,10
430000.0,2,1.75,1.0,0.0,2.0,3,8,98166,47.4382,-122.348,63
400000.0,3,1.5,1.0,0.0,0.0,3,7,98118,47.5396,-122.26899999999999,47
455850.0,3,2.25,1.0,0.0,0.0,4,7,98108,47.5684,-122.3,51
400000.0,3,1.75,1.0,0.0,0.0,3,7,98028,47.7655,-122.244,28
397500.0,3,1.0,1.0,0.0,0.0,4,7,98006,47.5742,-122.139,60
755000.0,3,2.5,3.0,0.0,0.0,3,8,98109,47.6476,-122.35600000000001,9
287000.0,5,1.5,1.0,0.0,0.0,3,7,98058,47.4646,-122.184,52
480000.0,4,2.5,2.0,0.0,0.0,3,9,98038,47.3711,-122.06,38
490000.0,3,2.5,2.0,0.0,0.0,3,8,98045,47.4833,-121.8,20
365000.0,3,2.5,2.0,0.0,0.0,3,8,98058,47.441,-122.125,23
260000.0,3,2.5,2.0,0.0,0.0,3,7,98056,47.4899,-122.164,10
505000.0,4,1.0,1.5,0.0,0.0,4,7,98133,47.76300000000001,-122.34200000000001,86
260000.0,2,1.0,1.0,0.0,0.0,3,7,98122,47.6147,-122.3,92
430000.0,2,1.0,1.0,0.0,0.0,3,7,98122,47.6147,-122.3,93
905000.0,4,2.5,2.0,0.0,0.0,4,10,98027,47.5535,-122.095,21
440000.0,3,2.0,2.0,0.0,0.0,4,8,98052,47.6638,-122.12799999999999,37
439500.0,4,1.0,1.5,0.0,0.0,3,7,98115,47.6878,-122.285,64
270000.0,3,2.0,1.0,0.0,0.0,5,6,98056,47.4919,-122.18700000000001,71
306500.0,3,2.5,2.0,0.0,0.0,4,7,98042,47.3627,-122.073,17
380000.0,3,2.0,2.0,0.0,0.0,3,8,98126,47.5653,-122.369,11
215000.0,4,1.75,1.0,0.0,0.0,5,7,98042,47.3281,-122.135,45
299900.0,2,1.0,1.0,0.0,0.0,3,7,98133,47.7289,-122.34,65
239950.0,3,1.0,1.5,0.0,0.0,4,5,98001,47.2738,-122.271,72
494000.0,4,2.5,1.0,0.0,0.0,4,8,98177,47.7741,-122.37299999999999,41
317500.0,4,1.5,1.0,0.0,0.0,4,7,98059,47.4996,-122.163,52
670000.0,4,2.5,2.0,0.0,0.0,4,7,98033,47.6888,-122.20100000000001,38
650000.0,3,2.5,2.0,0.0,2.0,3,9,98065,47.5401,-121.861,10
852000.0,4,2.5,2.0,0.0,0.0,3,8,98118,47.5514,-122.26299999999999,32
250000.0,2,1.5,2.0,0.0,0.0,3,7,98034,47.7094,-122.213,31
264950.0,3,1.5,1.0,0.0,0.0,4,7,98055,47.4433,-122.194,50
582500.0,2,2.0,1.0,0.0,0.0,5,7,98177,47.7044,-122.37200000000001,72
384000.0,3,2.5,2.0,0.0,0.0,3,7,98144,47.58600000000001,-122.31299999999999,17
817000.0,3,1.5,1.5,0.0,0.0,3,8,98119,47.6431,-122.359,88
320000.0,4,1.75,1.0,0.0,0.0,4,7,98059,47.4756,-122.15700000000001,43
445800.0,4,2.25,1.0,0.0,0.0,3,8,98155,47.7765,-122.27600000000001,37
263300.0,2,1.0,1.0,0.0,0.0,3,7,98118,47.5273,-122.265,64
215000.0,3,1.0,1.0,0.0,0.0,3,6,98133,47.7508,-122.339,63
842500.0,5,4.0,1.5,0.0,0.0,3,7,98115,47.6736,-122.323,93
850000.0,5,4.0,1.5,0.0,0.0,3,7,98115,47.6736,-122.323,94
386000.0,5,2.5,2.0,0.0,0.0,3,7,98031,47.4199,-122.18299999999999,24
251100.0,4,2.5,2.0,0.0,0.0,3,7,98030,47.3849,-122.204,18
435000.0,3,1.75,1.0,0.0,0.0,3,7,98072,47.7421,-122.089,36
870000.0,4,4.0,2.0,0.0,0.0,3,10,98075,47.5812,-121.993,14
800000.0,6,1.0,2.0,0.0,0.0,3,7,98004,47.6255,-122.209,61
555000.0,3,1.75,1.0,0.0,0.0,4,7,98052,47.6916,-122.12200000000001,46
280000.0,2,1.0,2.0,0.0,0.0,3,7,98136,47.525,-122.389,82
356000.0,3,1.0,1.0,0.0,0.0,3,6,98107,47.6744,-122.383,99
675000.0,4,2.5,2.0,0.0,4.0,3,9,98065,47.5333,-121.859,10
605000.0,4,2.25,2.0,0.0,0.0,3,9,98074,47.6415,-122.057,38
690500.0,5,2.0,1.5,0.0,2.0,4,7,98112,47.6283,-122.301,106
437000.0,2,1.75,1.0,0.0,0.0,3,8,98053,47.7143,-122.03200000000001,9
850000.0,5,2.0,1.5,0.0,0.0,4,8,98004,47.6395,-122.20299999999999,48
350000.0,4,2.25,1.5,0.0,0.0,4,7,98144,47.5895,-122.311,110
480000.0,2,2.25,1.5,0.0,0.0,3,8,98108,47.5577,-122.29700000000001,88
379500.0,3,2.25,2.0,0.0,0.0,3,8,98059,47.4786,-122.11200000000001,25
600000.0,5,4.5,2.0,0.0,0.0,3,10,98168,47.4702,-122.275,2
303000.0,2,1.5,2.0,0.0,0.0,3,7,98144,47.5708,-122.288,7
800000.0,4,2.5,1.0,0.0,4.0,3,9,98178,47.5095,-122.24700000000001,62
549000.0,2,2.0,1.5,0.0,0.0,5,7,98103,47.6809,-122.351,108
324950.0,3,2.5,1.0,0.0,0.0,3,7,98188,47.457,-122.27,50
170000.0,2,1.0,1.0,0.0,0.0,3,6,98168,47.4906,-122.306,66
178000.0,3,1.0,1.0,0.0,0.0,5,6,98042,47.3704,-122.08,45
144000.0,3,1.0,1.0,0.0,0.0,3,6,98058,47.4522,-122.178,57
258000.0,2,1.0,1.0,0.0,0.0,3,6,98024,47.5655,-121.89,83
345000.0,3,1.75,1.0,0.0,0.0,4,6,98126,47.5194,-122.375,64
470000.0,3,1.75,1.0,0.0,0.0,3,8,98155,47.7735,-122.273,49
350000.0,3,1.5,1.0,0.0,0.0,5,7,98034,47.7141,-122.213,45
225500.0,2,1.75,1.0,0.0,0.0,4,7,98002,47.3177,-122.21,42
473000.0,2,1.0,1.0,0.0,0.0,3,6,98199,47.6488,-122.385,73
279000.0,3,1.75,1.0,0.0,0.0,3,7,98198,47.3997,-122.31299999999999,53
470000.0,3,1.0,1.0,0.0,0.0,3,6,98125,47.7009,-122.301,67
565000.0,3,1.75,1.0,0.0,0.0,4,6,98105,47.67,-122.28399999999999,89
695000.0,3,2.0,1.0,0.0,1.0,4,8,98136,47.5506,-122.395,63
315000.0,3,1.75,1.0,0.0,0.0,4,7,98022,47.2559,-122.007,23
529000.0,3,2.5,2.0,0.0,0.0,3,8,98029,47.5664,-121.999,22
750000.0,5,3.75,1.5,0.0,0.0,3,8,98053,47.6745,-122.054,48
481500.0,3,2.25,2.0,0.0,0.0,3,7,98034,47.7326,-122.234,21
211000.0,3,2.0,1.0,0.0,0.0,3,7,98038,47.3897,-122.051,28
455000.0,3,2.25,1.0,0.0,0.0,3,7,98034,47.7321,-122.198,42
238950.0,2,1.0,1.0,0.0,0.0,3,5,98055,47.4909,-122.20299999999999,76
722500.0,4,3.5,2.0,0.0,0.0,3,8,98117,47.6948,-122.395,11
795000.0,4,2.5,1.0,0.0,3.0,4,8,98075,47.5755,-122.07,41
327500.0,4,2.25,2.0,0.0,0.0,3,8,98032,47.361000000000004,-122.281,44
585000.0,4,3.0,2.0,0.0,0.0,3,9,98038,47.3548,-122.00200000000001,9
775000.0,4,2.0,1.0,0.0,1.0,3,7,98199,47.6656,-122.406,75
645000.0,4,2.5,2.0,0.0,0.0,3,8,98075,47.5989,-122.039,13
445000.0,4,2.75,1.0,0.0,0.0,3,8,98133,47.7373,-122.35,47
257950.0,3,1.75,1.0,0.0,0.0,3,7,98198,47.3815,-122.31299999999999,27
375000.0,5,1.75,1.0,0.0,0.0,3,7,98178,47.5055,-122.26,56
245000.0,3,2.5,2.0,0.0,0.0,3,7,98030,47.3661,-122.17299999999999,20
725000.0,3,2.5,2.0,0.0,0.0,3,11,98042,47.3228,-122.08,24
702000.0,4,2.5,2.0,0.0,0.0,3,9,98074,47.614,-122.041,10
330000.0,3,1.75,2.0,0.0,0.0,3,6,98059,47.4837,-122.148,71
940000.0,3,1.5,1.5,0.0,0.0,3,8,98119,47.6332,-122.36200000000001,103
354500.0,3,1.0,1.5,0.0,0.0,4,7,98155,47.7435,-122.296,65
279950.0,4,2.75,1.5,0.0,0.0,4,7,98002,47.3109,-122.229,101
284000.0,3,2.25,1.0,0.0,0.0,4,7,98038,47.3564,-122.04,26
480000.0,5,2.0,1.0,0.0,1.0,3,8,98028,47.7597,-122.26299999999999,55
647500.0,5,2.0,1.0,0.0,1.0,3,8,98028,47.7597,-122.26299999999999,56
625000.0,3,2.5,2.0,0.0,0.0,3,9,98077,47.75,-122.024,22
152000.0,3,1.0,1.0,0.0,0.0,4,7,98042,47.3623,-122.09,36
322000.0,3,1.0,1.0,0.0,0.0,3,7,98034,47.7231,-122.229,54
445000.0,3,1.75,1.0,0.0,0.0,4,7,98107,47.6684,-122.368,98
595000.0,3,1.0,1.5,0.0,0.0,4,7,98144,47.5936,-122.301,107
165000.0,3,1.0,1.0,0.0,0.0,3,7,98055,47.4339,-122.19200000000001,34
278500.0,4,2.5,2.0,0.0,0.0,3,7,98023,47.3063,-122.359,24
517500.0,3,1.75,1.0,0.0,0.0,3,8,98027,47.5322,-122.04899999999999,42
343566.0,2,1.0,1.0,0.0,0.0,3,7,98136,47.5312,-122.39200000000001,60
286285.0,4,2.25,1.0,0.0,0.0,3,7,98002,47.3207,-122.209,37
474905.0,4,1.5,1.0,0.0,0.0,5,6,98008,47.6214,-122.119,56
550000.0,3,1.75,1.0,0.0,0.0,4,7,98126,47.5535,-122.37700000000001,54
286000.0,4,2.5,2.0,0.0,0.0,3,6,98001,47.2849,-122.251,22
900000.0,3,3.25,1.0,0.0,0.0,4,8,98004,47.5836,-122.2,34
449950.0,3,2.25,2.0,0.0,0.0,3,7,98029,47.5675,-122.01899999999999,29
259000.0,4,1.5,2.0,0.0,0.0,3,7,98198,47.3684,-122.318,48
340000.0,3,2.25,1.0,0.0,0.0,3,7,98058,47.4564,-122.162,45
785000.0,4,2.5,2.0,0.0,0.0,3,9,98053,47.6969,-122.046,21
490000.0,2,1.0,1.5,0.0,0.0,4,6,98107,47.6757,-122.36200000000001,104
344950.0,4,2.0,1.0,0.0,0.0,4,7,98030,47.3782,-122.228,73
950000.0,3,2.0,2.0,0.0,0.0,4,9,98112,47.6289,-122.309,109
810000.0,4,1.75,1.0,0.0,4.0,4,7,98116,47.5925,-122.391,56
998160.0,2,2.5,1.0,0.0,3.0,4,9,98006,47.5643,-122.16,39
377000.0,3,1.75,1.0,0.0,0.0,3,8,98056,47.5199,-122.184,35
595000.0,3,2.0,1.0,0.0,0.0,4,8,98033,47.6653,-122.194,30
313300.0,2,1.0,1.0,0.0,0.0,3,6,98116,47.5754,-122.414,103
360000.0,5,1.75,1.5,0.0,0.0,4,7,98108,47.553999999999995,-122.306,73
188000.0,3,1.75,1.0,0.0,0.0,2,8,98023,47.3118,-122.337,36
755000.0,3,2.5,1.5,0.0,0.0,3,9,98014,47.6903,-121.929,20
455000.0,3,1.0,2.5,0.0,0.0,3,6,98027,47.5378,-122.04299999999999,74
817500.0,5,3.5,2.0,0.0,3.0,3,10,98052,47.6582,-122.12200000000001,9
550000.0,3,2.25,3.0,0.0,0.0,3,8,98103,47.6598,-122.34899999999999,12
260000.0,3,1.75,1.0,0.0,0.0,3,8,98023,47.3107,-122.397,37
320000.0,3,2.0,1.5,0.0,0.0,3,7,98045,47.4855,-121.698,15
362000.0,4,2.5,1.0,0.0,0.0,3,7,98125,47.7201,-122.30799999999999,30
503500.0,3,2.5,2.0,0.0,0.0,3,7,98199,47.6513,-122.38600000000001,18
653000.0,3,2.5,2.0,0.0,0.0,3,9,98029,47.5551,-122.001,8
760000.0,4,2.75,2.0,0.0,0.0,3,10,98077,47.7309,-122.05799999999999,23
775000.0,4,1.75,1.0,0.0,0.0,4,7,98117,47.6802,-122.35799999999999,98
417500.0,5,1.75,1.0,0.0,0.0,4,7,98177,47.7767,-122.365,61
525000.0,3,1.5,1.0,0.0,0.0,4,7,98052,47.6729,-122.148,45
217000.0,2,1.0,1.0,0.0,1.0,3,4,98198,47.35,-122.322,81
525000.0,4,2.75,1.0,0.0,0.0,3,8,98011,47.7352,-122.20100000000001,29
442500.0,4,2.25,1.0,0.0,0.0,3,7,98155,47.7397,-122.324,39
525000.0,4,1.75,1.0,0.0,0.0,4,7,98006,47.5756,-122.15799999999999,59
425500.0,4,1.75,1.0,0.0,0.0,4,7,98034,47.7347,-122.193,48
710000.0,3,2.75,2.0,0.0,2.0,3,8,98024,47.5481,-121.88600000000001,24
545000.0,4,3.0,1.0,0.0,3.0,3,8,98070,47.3733,-122.42200000000001,23
410000.0,5,2.75,1.5,0.0,0.0,4,8,98058,47.44,-122.145,48
245000.0,3,2.25,1.0,0.0,0.0,3,7,98038,47.3601,-122.046,35
194900.0,2,1.0,1.0,0.0,0.0,4,6,98002,47.3057,-122.21600000000001,91
284000.0,4,2.5,2.0,0.0,0.0,3,7,98042,47.3732,-122.12899999999999,11
280000.0,2,1.75,1.5,0.0,0.0,4,6,98001,47.3088,-122.273,78
280000.0,3,1.75,1.0,0.0,0.0,3,6,98014,47.6724,-121.865,44
360000.0,4,2.0,1.0,0.0,0.0,5,7,98106,47.5304,-122.353,71
405000.0,2,1.0,1.0,0.0,0.0,3,6,98199,47.6604,-122.40100000000001,72
865000.0,4,2.5,2.0,0.0,0.0,3,10,98075,47.6002,-121.98,15
483300.0,4,2.0,1.0,0.0,0.0,4,7,98006,47.5747,-122.145,59
355000.0,4,2.5,2.0,0.0,0.0,4,8,98092,47.262,-122.22,30
274950.0,3,2.25,1.0,0.0,0.0,3,7,98038,47.3568,-122.038,25
755000.0,3,3.25,2.0,0.0,0.0,3,11,98166,47.4294,-122.34299999999999,25
309212.0,3,1.75,1.0,0.0,0.0,3,7,98045,47.4434,-121.774,35
219950.0,3,2.25,1.0,0.0,0.0,3,7,98023,47.3146,-122.351,30
690000.0,3,2.5,1.5,0.0,0.0,4,7,98117,47.6838,-122.36200000000001,94
250800.0,3,1.75,1.0,0.0,0.0,3,6,98106,47.5309,-122.354,71
557500.0,3,2.0,1.0,0.0,2.0,3,9,98038,47.4012,-122.025,21
941000.0,4,1.75,1.5,0.0,0.0,5,8,98105,47.6659,-122.32700000000001,88
305000.0,4,2.75,1.0,0.0,0.0,4,7,98042,47.3942,-122.16,38
815000.0,4,1.5,1.0,0.0,0.0,4,8,98004,47.5983,-122.20200000000001,65
535000.0,3,2.5,2.0,0.0,0.0,3,9,98056,47.5269,-122.171,24
775000.0,3,1.0,1.0,0.0,0.0,4,6,98004,47.6388,-122.21799999999999,65
255000.0,3,2.0,1.0,0.0,0.0,3,7,98042,47.3725,-122.073,20
327000.0,2,1.0,1.0,0.0,0.0,3,7,98155,47.7532,-122.318,67
560000.0,4,2.0,2.0,0.0,3.0,3,8,98003,47.338,-122.333,38
199500.0,3,1.75,1.0,0.0,0.0,4,7,98042,47.3643,-122.09,37
760000.0,4,2.5,2.0,0.0,0.0,3,9,98038,47.3901,-122.071,10
439000.0,3,2.25,3.0,0.0,2.0,3,8,98108,47.5249,-122.319,21
527000.0,4,2.25,1.0,0.0,0.0,4,7,98008,47.6164,-122.115,53
199950.0,3,2.75,1.5,0.0,0.0,4,6,98022,47.2099,-122.001,66
254000.0,3,2.25,2.0,0.0,0.0,4,7,98042,47.3766,-122.115,27
393000.0,2,1.0,1.0,0.0,0.0,4,7,98103,47.6914,-122.352,94
585000.0,5,2.25,1.0,0.0,0.0,4,8,98011,47.7393,-122.2,35
450000.0,2,2.0,1.0,0.0,0.0,4,7,98126,47.5227,-122.37200000000001,91
565000.0,2,1.75,1.0,0.0,0.0,3,9,98029,47.5539,-122.001,9
330000.0,5,2.25,1.0,0.0,0.0,4,7,98188,47.4291,-122.292,28
870000.0,3,2.0,1.5,0.0,0.0,3,9,98074,47.6106,-122.055,23
585000.0,4,2.5,1.0,0.0,0.0,4,8,98008,47.6228,-122.104,48
500000.0,3,2.5,2.0,0.0,3.0,3,9,98092,47.2674,-122.072,37
225000.0,3,2.0,1.0,0.0,0.0,3,7,98058,47.4655,-122.17399999999999,35
295000.0,3,2.0,1.0,0.0,0.0,3,7,98058,47.4655,-122.17399999999999,36
775000.0,3,2.75,1.0,0.0,0.0,4,9,98006,47.559,-122.146,38
280000.0,3,1.0,1.0,0.0,0.0,3,7,98045,47.4485,-121.77600000000001,33
539000.0,3,2.5,1.5,0.0,0.0,5,7,98103,47.6543,-122.34700000000001,91
567500.0,3,1.75,1.0,0.0,2.0,4,8,98166,47.4335,-122.338,62
442500.0,4,2.25,1.0,0.0,0.0,3,8,98125,47.7249,-122.29799999999999,55
598200.0,5,3.75,3.0,0.0,0.0,3,8,98118,47.5508,-122.26799999999999,18
610000.0,4,2.5,2.0,0.0,0.0,5,8,98033,47.6988,-122.20200000000001,59
544900.0,3,2.5,2.0,0.0,0.0,3,8,98075,47.5911,-122.01799999999999,10
557500.0,4,2.5,2.0,0.0,0.0,3,8,98072,47.7433,-122.094,13
532500.0,3,2.5,1.0,0.0,1.0,3,7,98074,47.6188,-122.064,35
750000.0,3,2.0,1.0,0.0,0.0,3,7,98112,47.6428,-122.302,95
530000.0,3,2.5,2.0,0.0,0.0,3,8,98052,47.7251,-122.11,31
346100.0,3,2.5,2.0,0.0,0.0,3,7,98136,47.5516,-122.382,11
260000.0,4,2.25,2.0,0.0,0.0,4,9,98092,47.2959,-122.166,37
365000.0,3,1.75,1.0,0.0,0.0,5,7,98006,47.5683,-122.178,55
615000.0,3,2.0,1.0,0.0,0.0,4,7,98075,47.5898,-122.00399999999999,31
318400.0,4,2.5,2.0,0.0,0.0,3,7,98038,47.3862,-122.029,20
498500.0,4,2.5,2.0,0.0,0.0,3,8,98155,47.7615,-122.309,22
450000.0,3,1.75,1.0,0.0,0.0,5,7,98034,47.7222,-122.177,44
200000.0,3,2.0,1.0,0.0,0.0,4,7,98092,47.2757,-122.145,27
234000.0,3,1.0,1.0,0.0,0.0,5,7,98042,47.3627,-122.10799999999999,46
121800.0,2,1.0,1.0,0.0,0.0,3,5,98146,47.5065,-122.36399999999999,67
805000.0,3,2.75,1.5,0.0,2.0,5,8,98116,47.5773,-122.406,85
410000.0,4,2.25,1.0,0.0,0.0,3,8,98155,47.7435,-122.31700000000001,51
475000.0,3,2.5,2.0,0.0,0.0,3,8,98034,47.7144,-122.204,29
269000.0,1,1.0,1.0,0.0,0.0,3,7,98106,47.5385,-122.355,67
573000.0,4,2.25,2.0,0.0,0.0,4,8,98052,47.6885,-122.113,35
330000.0,3,2.5,2.0,0.0,0.0,3,7,98108,47.5434,-122.29299999999999,14
252750.0,4,1.0,1.5,0.0,0.0,3,7,98166,47.4798,-122.344,70
745000.0,2,2.5,1.0,0.0,0.0,3,8,98053,47.7242,-122.03200000000001,8
280000.0,3,2.0,1.0,0.0,0.0,3,7,98038,47.3883,-122.05,24
535000.0,4,2.5,1.0,0.0,0.0,5,8,98146,47.5011,-122.375,41
580000.0,4,1.5,1.0,0.0,0.0,3,7,98115,47.6944,-122.288,62
301000.0,3,1.75,1.0,0.0,0.0,4,7,98055,47.456,-122.209,46
600000.0,4,1.75,1.0,0.0,0.0,5,7,98008,47.6259,-122.111,46
538900.0,5,3.0,2.0,0.0,0.0,3,9,98106,47.548,-122.35600000000001,9
366000.0,3,2.5,2.0,0.0,0.0,3,8,98038,47.354,-121.999,9
303000.0,4,2.5,2.0,0.0,0.0,3,8,98042,47.3504,-122.141,11
432000.0,3,2.25,2.0,0.0,0.0,3,8,98136,47.5388,-122.387,7
300000.0,2,1.5,1.0,0.0,0.0,3,6,98146,47.5088,-122.338,70
908800.0,3,3.0,2.0,0.0,0.0,4,8,98144,47.5873,-122.29,75
500000.0,3,1.5,1.0,0.0,0.0,3,7,98107,47.6726,-122.38600000000001,74
254000.0,5,2.0,1.0,0.0,0.0,5,7,98001,47.3424,-122.289,55
470000.0,5,1.5,1.5,0.0,0.0,4,7,98117,47.6848,-122.389,90
480000.0,3,2.0,1.0,0.0,0.0,5,7,98008,47.6233,-122.10799999999999,48
536000.0,3,1.75,1.0,0.0,0.0,4,7,98033,47.6872,-122.185,32
550000.0,3,2.25,1.0,0.0,0.0,4,8,98052,47.6478,-122.029,34
260000.0,3,1.75,1.0,0.0,0.0,4,7,98023,47.3036,-122.37700000000001,38
284900.0,2,1.5,2.0,0.0,0.0,3,7,98155,47.7675,-122.315,9
740000.0,3,2.5,2.0,0.0,0.0,3,9,98109,47.6451,-122.35,12
425000.0,2,1.0,1.0,0.0,0.0,4,7,98136,47.5449,-122.38799999999999,94
230000.0,3,1.0,1.0,0.0,0.0,3,7,98146,47.5112,-122.359,49
675000.0,3,1.5,2.0,0.0,0.0,3,8,98116,47.5714,-122.385,89
267500.0,3,1.75,1.0,0.0,0.0,3,7,98030,47.3514,-122.167,28
814000.0,4,2.5,1.0,0.0,2.0,5,8,98118,47.5542,-122.265,62
460000.0,3,2.0,1.0,0.0,0.0,3,7,98125,47.7165,-122.319,29
445000.0,3,2.5,2.0,0.0,0.0,3,8,98045,47.4865,-121.802,21
715000.0,3,2.5,2.0,0.0,0.0,3,8,98074,47.6111,-122.009,10
425000.0,3,1.75,1.0,0.0,0.0,3,7,98125,47.7083,-122.30799999999999,68
370000.0,4,2.5,2.0,0.0,0.0,3,8,98058,47.4324,-122.184,5
302000.0,2,1.75,1.0,0.0,0.0,4,6,98003,47.3263,-122.305,78
453000.0,4,1.75,1.0,0.0,0.0,4,7,98008,47.6019,-122.13,58
290000.0,3,1.75,1.0,0.0,0.0,4,7,98059,47.4755,-122.145,45
925000.0,4,2.25,1.0,0.0,0.0,4,9,98033,47.6622,-122.171,47
600000.0,3,1.75,1.0,0.0,0.0,3,9,98072,47.7443,-122.17,21
354000.0,3,1.5,1.0,0.0,2.0,4,7,98126,47.5512,-122.37100000000001,33
204950.0,4,1.75,1.0,0.0,0.0,3,7,98023,47.3196,-122.399,36
675000.0,4,2.5,2.0,0.0,0.0,3,8,98074,47.6122,-122.009,10
995000.0,4,3.25,2.0,0.0,0.0,3,11,98052,47.7193,-122.12700000000001,29
800000.0,5,2.0,1.0,0.0,0.0,4,7,98005,47.6162,-122.17399999999999,58
472500.0,3,2.5,2.0,0.0,0.0,3,8,98052,47.6863,-122.09299999999999,18
549950.0,4,2.5,1.0,0.0,0.0,3,8,98007,47.6191,-122.145,45
575575.0,3,1.75,1.0,0.0,0.0,3,7,98103,47.6842,-122.34100000000001,89
545000.0,4,3.25,1.0,0.0,0.0,3,10,98092,47.3329,-122.2,9
340000.0,3,2.25,1.0,0.0,0.0,3,7,98133,47.7446,-122.33200000000001,51
225000.0,3,1.0,1.0,0.0,0.0,4,6,98056,47.4944,-122.165,52
299950.0,2,1.75,1.0,0.0,0.0,3,7,98031,47.4048,-122.178,31
829900.0,4,3.5,2.0,0.0,0.0,3,8,98105,47.6642,-122.291,14
340000.0,4,2.5,2.0,0.0,0.0,3,7,98038,47.3659,-122.01700000000001,8
515000.0,4,2.25,1.0,0.0,0.0,3,8,98052,47.6913,-122.115,39
601000.0,4,2.5,2.0,0.0,0.0,4,8,98029,47.5718,-121.99600000000001,22
470000.0,3,2.5,2.0,0.0,0.0,3,8,98059,47.5101,-122.15100000000001,21
371500.0,3,1.0,1.0,0.0,0.0,4,7,98106,47.52,-122.365,60
550000.0,3,1.75,1.0,0.0,0.0,4,8,98072,47.7662,-122.11399999999999,34
242550.0,4,2.5,2.0,0.0,0.0,3,8,98023,47.2956,-122.374,19
367500.0,3,1.5,1.0,0.0,0.0,3,8,98177,47.7608,-122.361,53
359000.0,4,3.5,2.0,0.0,0.0,3,8,98003,47.2625,-122.30799999999999,18
204900.0,3,2.0,1.0,0.0,0.0,2,7,98001,47.2669,-122.25399999999999,31
850000.0,4,2.75,1.0,0.0,0.0,2,9,98001,47.354,-122.29299999999999,45
187000.0,3,1.5,2.0,0.0,0.0,3,6,98002,47.3344,-122.21600000000001,29
326000.0,3,2.75,1.0,0.0,0.0,4,7,98058,47.4375,-122.176,56
340000.0,3,2.75,1.0,0.0,0.0,4,7,98058,47.4375,-122.176,57
330000.0,6,2.25,1.0,0.0,0.0,3,8,98030,47.3864,-122.223,63
782000.0,4,3.5,2.0,0.0,0.0,3,9,98052,47.691,-122.12899999999999,14
612000.0,4,2.5,2.0,0.0,0.0,3,8,98034,47.7122,-122.23100000000001,15
400000.0,3,2.0,1.0,0.0,0.0,3,7,98177,47.7616,-122.365,50
941500.0,5,3.5,2.0,0.0,4.0,3,9,98177,47.7757,-122.391,34
313000.0,2,1.5,2.0,0.0,0.0,3,8,98103,47.6967,-122.34200000000001,11
735000.0,4,2.25,1.5,0.0,0.0,5,7,98117,47.6849,-122.376,86
471000.0,3,1.75,1.0,0.0,0.0,3,8,98011,47.7698,-122.167,38
350000.0,3,1.0,1.0,0.0,0.0,4,7,98155,47.7604,-122.329,65
530000.0,4,2.5,1.0,0.0,0.0,3,8,98027,47.5327,-122.054,38
415000.0,4,3.0,2.0,0.0,0.0,3,7,98028,47.7379,-122.22399999999999,23
639500.0,4,2.25,2.0,0.0,0.0,3,8,98052,47.7264,-122.104,28
580379.0,4,2.75,1.5,0.0,0.0,4,8,98075,47.5936,-122.054,38
378000.0,2,2.5,2.0,0.0,0.0,3,8,98065,47.5163,-121.87799999999999,5
265000.0,3,2.25,1.0,0.0,0.0,4,7,98058,47.4579,-122.164,46
